Season,Week,Team,R,HR,RBI,SB,OBP,SLG,K,QS,W,SV,ERA,WHIP
2015,8,John Jaso's  Dreadlocks,47,15,42,3,0.3498,0.5069,58,4,1,8,3.306,1.224
2015,8,OBP Kenobi,33,8,30,3,0.3107,0.3679,64,9,5,11,2.338,1.26
2015,8,Rockford Peaches,26,6,25,4,0.2979,0.3525,55,6,5,0,3.264,1.121
2015,8,Meaningless  Masters,30,13,33,3,0.3534,0.4699,75,8,3,7,3.362,1.132
2015,8,Sweet Sweenies,31,11,24,8,0.3737,0.4922,64,5,5,2,4.129,1.341
2015,8,Cat  Destroyers,36,9,34,6,0.3281,0.4674,78,11,8,0,2.933,1.131
2015,8,Master Batters,40,12,55,6,0.3229,0.4489,73,5,2,5,4.712,1.387
2015,8,Caribbean Dragons,32,13,42,5,0.2803,0.4082,66,6,2,2,3.054,1.412
2015,8,Starting From  the Bottom,43,14,32,6,0.3333,0.4803,56,5,3,2,3.375,1.125
2015,9,Island of Misfit Toys,35,12,41,6,0.3343,0.4241,85,6,4,4,3.257,1.074
2015,9,John Jaso's  Dreadlocks,31,6,46,7,0.3374,0.4014,85,9,9,6,2.314,1.065
2015,9,Rockford Peaches,54,21,54,6,0.3621,0.6287,56,5,2,5,4.073,1.156
2015,9,NoPo HammaJammas,34,5,23,7,0.2828,0.3259,81,7,5,6,2.935,1.278
2015,9,Sweet Sweenies,37,9,33,5,0.3356,0.3969,84,5,6,5,4.891,1.446
2015,9,Kansas Sleazy,27,5,27,4,0.338,0.3938,54,5,4,1,3.877,1.138
2015,9,Master Batters,47,8,29,4,0.327,0.3916,86,7,8,2,3.416,1.114
2015,9,OBP Kenobi,34,8,32,3,0.3241,0.4189,73,5,7,11,4.601,1.372
2015,9,Starting From  the Bottom,31,7,30,4,0.2857,0.391,61,3,2,4,4.884,1.432
2015,9,Meaningless  Masters,33,4,27,6,0.3736,0.3992,82,7,6,3,3.765,1.194
2015,9,Caribbean Dragons,29,6,35,7,0.3401,0.4161,58,5,2,2,3.805,1.168
2015,9,Cat  Destroyers,52,11,46,10,0.3538,0.4482,62,5,3,0,4.257,1.419
2015,10,Rockford Peaches,40,5,26,1,0.3586,0.3906,48,6,4,2,2.787,1.355
2015,10,Island of Misfit Toys,31,9,29,1,0.3322,0.4144,70,5,3,9,2.217,0.942
2015,10,John Jaso's  Dreadlocks,40,9,32,1,0.3503,0.4615,82,7,4,3,4.164,1.276
2015,10,Sweet Sweenies,32,12,35,5,0.3038,0.434,80,3,3,2,5.442,1.558
2015,10,NoPo HammaJammas,26,4,25,3,0.3,0.3734,71,7,3,7,3.667,1.222
2015,10,Master Batters,36,9,41,6,0.3244,0.4222,50,3,4,0,6.517,1.466
2015,10,Kansas Sleazy,19,7,30,4,0.3169,0.3682,34,3,3,3,5.073,1.418
2015,10,Starting From  the Bottom,38,10,31,5,0.3379,0.4723,52,9,5,3,2.375,1.153
2015,10,OBP Kenobi,48,9,44,4,0.3763,0.4609,74,6,5,9,2.517,1.106
2015,10,Caribbean Dragons,48,15,40,8,0.3724,0.5172,54,8,6,3,2.625,1.125
2015,10,Meaningless  Masters,22,5,24,5,0.3094,0.3911,50,5,3,4,5.276,1.448
2015,10,Cat  Destroyers,32,10,39,6,0.3117,0.4207,94,12,4,0,2.935,1.193
2015,11,Island of Misfit Toys,33,9,53,4,0.3772,0.4744,96,7,4,3,4.186,1.221
2015,11,Sweet Sweenies,44,9,50,7,0.3681,0.4949,73,8,6,1,3.724,1.358
2015,11,Master Batters,38,10,32,6,0.2899,0.3766,63,6,6,7,2.466,1.192
2015,11,Rockford Peaches,24,7,36,1,0.3855,0.4648,52,5,3,4,5.369,1.449
2015,11,Starting From  the Bottom,42,14,49,6,0.3355,0.507,64,7,5,2,3.6,1.082
2015,11,John Jaso's  Dreadlocks,38,7,19,2,0.2866,0.3206,68,6,3,4,3.562,1.162
2015,11,Caribbean Dragons,46,11,43,7,0.3673,0.4969,56,7,4,1,4.084,1.361
2015,11,NoPo HammaJammas,41,10,43,6,0.317,0.4235,77,8,6,2,2.859,1.082
2015,11,Cat  Destroyers,44,8,31,7,0.306,0.3973,65,6,5,0,4.18,1.418
2015,11,Kansas Sleazy,29,6,26,7,0.33,0.3722,38,2,3,4,3.776,1.28
2015,11,Meaningless  Masters,31,11,39,5,0.3452,0.435,66,10,9,3,2.242,0.917
2015,11,OBP Kenobi,37,13,33,2,0.3162,0.4324,48,4,3,9,3.6,1.25
2015,12,Master Batters,47,10,38,4,0.3726,0.4877,69,6,2,3,4.52,1.059
2015,12,Island of Misfit Toys,42,10,24,10,0.3558,0.4502,56,6,2,4,3.783,1.127
2015,12,Sweet Sweenies,36,9,27,5,0.3322,0.4361,78,8,9,3,3.496,1.23
2015,12,Starting From  the Bottom,25,6,26,3,0.3521,0.4025,62,8,5,2,3.136,1.076
2015,12,Rockford Peaches,26,9,31,0,0.308,0.378,60,6,5,5,3.469,1.307
2015,12,Caribbean Dragons,32,6,29,7,0.3252,0.4436,59,5,2,0,3.62,1.374
2015,12,John Jaso's  Dreadlocks,19,6,22,2,0.2842,0.3242,68,8,4,4,3.054,1.127
2015,12,Cat  Destroyers,43,11,45,7,0.3365,0.5034,75,10,6,1,3.533,1.215
2015,12,NoPo HammaJammas,31,9,38,6,0.3262,0.4091,63,5,2,4,5.156,1.402
2015,12,Meaningless  Masters,23,6,38,2,0.3148,0.3992,66,6,4,6,2.531,1.113
2015,12,Kansas Sleazy,34,8,29,6,0.3285,0.4414,36,1,3,2,3.231,1.179
2015,12,OBP Kenobi,38,14,37,5,0.3835,0.5369,64,6,3,7,3.441,1.279
2015,13,Island of Misfit Toys,52,13,58,10,0.3567,0.4497,82,8,4,11,2.913,0.971
2015,13,Starting From  the Bottom,28,8,32,4,0.3399,0.4366,61,5,4,2,3.659,1.304
2015,13,Caribbean Dragons,35,7,23,10,0.3484,0.4297,78,10,7,0,2.847,1.179
2015,13,Master Batters,29,5,28,9,0.2977,0.364,53,5,7,2,4.364,1.364
2015,13,Cat  Destroyers,42,8,34,6,0.3167,0.4069,73,9,5,0,3.119,1.208
2015,13,Sweet Sweenies,31,6,31,5,0.2973,0.3778,78,9,7,1,3.203,1.281
2015,13,Meaningless  Masters,29,7,26,2,0.3298,0.3843,66,7,6,6,2.88,1.2
2015,13,Rockford Peaches,25,6,28,3,0.3311,0.4068,42,4,3,3,3.418,1.177
2015,13,OBP Kenobi,38,8,38,3,0.3135,0.3931,73,8,6,6,1.763,0.833
2015,13,John Jaso's  Dreadlocks,49,19,48,5,0.3683,0.5724,68,7,3,5,1.449,0.82
2015,13,Kansas Sleazy,26,8,21,4,0.2787,0.3623,44,3,2,3,5.435,1.714
2015,13,NoPo HammaJammas,22,4,19,2,0.3213,0.3545,67,7,3,4,2.566,0.937
2015,14,Caribbean Dragons,39,9,36,4,0.3208,0.4048,68,7,4,0,3.691,1.242
2015,14,Island of Misfit Toys,45,16,42,3,0.3292,0.4755,81,8,5,6,2.881,1.067
2015,14,Starting From  the Bottom,23,4,26,4,0.297,0.3381,75,8,4,0,3.517,1.197
2015,14,Cat  Destroyers,40,11,39,6,0.3477,0.4526,71,4,3,3,4.787,1.574
2015,14,Master Batters,32,8,28,2,0.3358,0.448,59,9,6,7,2.919,1.17
2015,14,Meaningless  Masters,29,8,37,6,0.3586,0.4259,72,7,7,7,3,1.25
2015,14,Sweet Sweenies,30,5,25,6,0.3221,0.4263,73,7,5,3,3.145,1.205
2015,14,OBP Kenobi,25,9,32,3,0.3065,0.4561,42,3,2,9,4.443,1.424
2015,14,Rockford Peaches,35,11,32,3,0.3084,0.4241,62,6,3,6,3.152,0.99
2015,14,Kansas Sleazy,35,10,35,2,0.3195,0.4367,52,4,5,1,4.116,1.372
2015,14,John Jaso's  Dreadlocks,33,7,30,6,0.3533,0.4297,93,9,7,4,2.778,0.926
2015,14,NoPo HammaJammas,28,6,24,8,0.2899,0.3632,71,5,3,5,2.817,1.083
2015,15,Island of Misfit Toys,60,20,74,8,0.3804,0.5211,106,5,5,8,4.918,1.351
2015,15,Cat  Destroyers,46,12,50,12,0.3447,0.4262,105,9,9,1,3.673,1.315
2015,15,Meaningless  Masters,56,16,57,4,0.3511,0.5223,110,14,8,8,2.555,1.128
2015,15,Caribbean Dragons,45,10,47,4,0.3653,0.4279,100,11,6,0,4.755,1.442
2015,15,OBP Kenobi,53,18,54,6,0.3267,0.4431,80,8,6,7,4.207,1.304
2015,15,Starting From  the Bottom,35,10,32,3,0.2807,0.3716,110,9,8,1,3.888,1.264
2015,15,Kansas Sleazy,49,16,50,7,0.3431,0.4595,69,8,7,9,3.668,1.109
2015,15,Master Batters,58,8,39,4,0.3468,0.4323,103,8,9,1,4.434,1.276
2015,15,NoPo HammaJammas,41,14,43,8,0.3055,0.4197,134,14,7,7,2.758,1.076
2015,15,Sweet Sweenies,38,14,39,3,0.3065,0.4172,91,9,11,10,4.314,1.397
2015,15,John Jaso's  Dreadlocks,51,15,53,11,0.3553,0.4724,123,10,8,10,2.917,1.194
2015,15,Rockford Peaches,46,11,36,2,0.3111,0.401,69,8,4,2,3.814,1.204
2015,16,Meaningless  Masters,27,10,32,3,0.2877,0.3858,78,7,6,3,3.77,1.325
2015,16,Island of Misfit Toys,29,13,45,4,0.3151,0.4568,55,5,6,4,3.9,1.367
2015,16,Cat  Destroyers,33,12,35,3,0.2926,0.4077,61,7,6,2,3.888,1.176
2015,16,OBP Kenobi,36,6,29,2,0.3199,0.4073,50,3,2,0,5.4,1.468
2015,16,Caribbean Dragons,57,20,59,11,0.3639,0.5686,81,10,4,0,3.321,1.226
2015,16,Kansas Sleazy,39,3,23,2,0.31,0.3566,47,4,7,2,3.663,1.131
2015,16,Starting From  the Bottom,37,8,37,3,0.3472,0.4444,34,3,1,0,4.814,1.442
2015,16,NoPo HammaJammas,39,18,43,1,0.3442,0.5277,60,5,6,8,3.074,1.129
2015,16,Master Batters,37,2,21,6,0.2901,0.3106,68,9,4,1,2.208,0.836
2015,16,John Jaso's  Dreadlocks,40,13,43,6,0.3733,0.51,58,7,1,3,4.01,1.099
2015,16,Sweet Sweenies,43,12,44,2,0.3235,0.4444,68,7,7,3,4.41,1.076
2015,16,Rockford Peaches,38,10,35,2,0.3141,0.4064,65,3,3,4,3.143,1.048
2015,17,Island of Misfit Toys,50,13,45,8,0.3692,0.4843,79,5,2,5,4.565,1.319
2015,17,OBP Kenobi,53,14,42,7,0.3537,0.5402,62,10,5,0,2.793,1.047
2015,17,Kansas Sleazy,32,7,40,6,0.3091,0.3968,39,2,4,3,5.684,1.836
2015,17,Meaningless  Masters,36,11,48,5,0.3535,0.4526,68,7,5,3,4.95,1.4
2015,17,NoPo HammaJammas,42,18,48,3,0.303,0.5112,92,11,6,5,3.707,1.254
2015,17,Cat  Destroyers,48,14,34,7,0.3471,0.5,69,4,6,4,5.513,1.363
2015,17,John Jaso's  Dreadlocks,39,12,44,2,0.363,0.5,80,10,2,4,3.214,1.095
2015,17,Caribbean Dragons,47,7,41,9,0.3605,0.4483,44,3,2,0,6.205,1.621
2015,17,Rockford Peaches,34,6,33,5,0.3098,0.3727,47,3,1,4,3.622,1.317
2015,17,Starting From  the Bottom,25,5,21,3,0.2835,0.3406,77,8,5,0,2.476,1.087
2015,17,Sweet Sweenies,45,9,33,6,0.3238,0.3979,63,4,3,5,4.563,1.296
2015,17,Master Batters,33,5,31,9,0.3082,0.3356,52,6,7,5,3.439,1.245
2015,18,Kansas Sleazy,31,12,36,6,0.3429,0.5156,39,4,2,4,3.942,1.248
2015,18,Island of Misfit Toys,27,4,33,3,0.3447,0.4134,55,3,3,7,5.429,1.381
2015,18,OBP Kenobi,32,12,34,5,0.2996,0.473,63,6,6,0,4.517,1.38
2015,18,NoPo HammaJammas,33,11,31,2,0.2912,0.4328,97,9,5,7,1.393,0.917
2015,18,Meaningless  Masters,34,7,29,2,0.3446,0.4354,56,6,6,4,4.056,1.394
2015,18,John Jaso's  Dreadlocks,37,12,40,5,0.3932,0.5349,90,8,6,3,2.778,1.148
2015,18,Cat  Destroyers,40,11,35,7,0.3243,0.461,66,10,6,1,3.745,1.248
2015,18,Rockford Peaches,38,14,40,2,0.3686,0.5045,63,6,4,2,3.792,1.129
2015,18,Caribbean Dragons,48,12,44,8,0.3844,0.5,54,5,4,0,6.184,1.525
2015,18,Sweet Sweenies,33,8,36,8,0.2924,0.3801,64,5,5,4,5.07,1.437
2015,18,Starting From  the Bottom,26,5,26,1,0.2862,0.3373,77,8,4,0,3.197,1.066
2015,18,Master Batters,33,9,35,2,0.2959,0.4133,40,3,3,3,4.655,1.552
2015,19,Island of Misfit Toys,42,10,45,3,0.3862,0.4966,84,8,4,7,3.522,1.316
2015,19,NoPo HammaJammas,39,10,32,2,0.337,0.4696,61,6,3,4,4.794,1.29
2015,19,John Jaso's  Dreadlocks,41,12,26,3,0.3651,0.4654,82,8,10,1,1.478,0.866
2015,19,Kansas Sleazy,42,8,27,9,0.316,0.3701,46,5,6,3,2.048,1.014
2015,19,Rockford Peaches,35,8,27,2,0.3471,0.4626,62,7,5,3,4.668,1.514
2015,19,OBP Kenobi,38,6,37,4,0.3673,0.4729,66,6,3,0,5.04,1.453
2015,19,Sweet Sweenies,54,12,44,12,0.3482,0.4693,52,5,4,9,2.7,1.29
2015,19,Meaningless  Masters,27,12,41,1,0.2737,0.4231,58,5,3,6,4.366,1.353
2015,19,Master Batters,41,8,29,6,0.3209,0.3941,73,6,6,3,3.388,1.282
2015,19,Cat  Destroyers,49,9,41,10,0.3481,0.463,66,7,6,3,5.308,1.397
2015,19,Starting From  the Bottom,35,11,35,3,0.3092,0.4622,53,7,6,1,3.497,1.244
2015,19,Caribbean Dragons,36,11,37,6,0.3597,0.4874,55,6,0,0,4.332,1.283
2015,20,John Jaso's  Dreadlocks,36,12,43,5,0.3856,0.485,85,8,7,2,2.885,1.167
2015,20,Island of Misfit Toys,52,14,43,6,0.4238,0.5825,89,4,2,6,4.826,1.328
2015,20,NoPo HammaJammas,43,12,33,3,0.3959,0.5061,88,7,6,5,2.901,1.054
2015,20,Rockford Peaches,30,5,38,3,0.3356,0.3855,50,7,6,2,1.768,0.929
2015,20,Kansas Sleazy,29,5,33,3,0.3345,0.387,45,4,4,4,5.923,1.531
2015,20,Sweet Sweenies,40,9,23,9,0.2983,0.3843,78,3,3,7,4.097,1.529
2015,20,OBP Kenobi,40,19,54,3,0.3502,0.5749,69,7,5,0,5.023,1.367
2015,20,Master Batters,27,8,24,6,0.2607,0.3574,65,7,4,5,2.842,0.921
2015,20,Meaningless  Masters,42,8,41,5,0.3726,0.5086,73,8,9,7,2.179,0.767
2015,20,Starting From  the Bottom,41,11,40,4,0.3355,0.4629,67,5,4,1,4.689,1.405
2015,20,Cat  Destroyers,45,7,24,0,0.2888,0.3643,79,3,3,4,5.7,1.622
2015,20,Caribbean Dragons,38,8,36,7,0.337,0.4163,39,4,4,0,3.745,1.358
2015,21,#4 Sweet Sweenies,98,22,80,9,0.3548,0.4844,107,5,9,6,5.467,1.393
2015,21,#1 John Jaso's  Dreadlocks,100,24,78,10,0.3939,0.5207,157,11,4,10,4.545,1.426
2015,21,#3 Meaningless  Masters,73,19,76,5,0.3537,0.4405,166,19,18,7,3.764,1.12
2015,21,#2 Island of Misfit Toys,83,20,84,9,0.3286,0.4435,149,12,13,12,2.862,1.154
2015,21,#6 OBP Kenobi,71,15,65,12,0.3315,0.415,114,8,9,2,4.015,1.4
2015,21,#5 Cat  Destroyers,74,26,80,7,0.3035,0.4524,123,11,11,9,4.824,1.378
2015,21,#8 Caribbean Dragons,102,27,86,9,0.3675,0.5307,76,4,3,5,4.443,1.329
2015,21,#7 NoPo HammaJammas,85,30,84,6,0.3519,0.509,146,15,12,8,3.403,1.128
2015,21,#10 Master Batters,70,15,77,6,0.3358,0.4391,77,5,3,5,5.25,1.427
2015,21,#9 Rockford Peaches,58,15,62,5,0.3431,0.4,95,7,5,3,4.473,1.337
2015,21,#12 Starting From  the Bottom,69,22,75,5,0.3504,0.4677,118,13,9,0,3.008,1.185
2015,21,#11 Kansas Sleazy,71,18,71,6,0.3459,0.4459,110,10,8,5,4.271,1.381
2015,22,#2 Island of Misfit Toys,72,22,61,9,0.361,0.463,155,11,7,11,4.226,1.372
2015,22,#1 John Jaso's  Dreadlocks,79,23,87,8,0.3837,0.4963,211,19,13,6,2.242,0.996
2015,22,#4 Sweet Sweenies,74,15,57,9,0.3161,0.3707,132,12,9,9,4.805,1.284
2015,22,#3 Meaningless  Masters,85,26,76,8,0.3267,0.4594,167,13,10,16,3.408,1.178
2015,22,#7 NoPo HammaJammas,78,19,69,5,0.3201,0.4026,138,12,11,5,2.714,1.123
2015,22,#5 Cat  Destroyers,79,22,84,11,0.3281,0.4375,147,16,13,6,3.255,1.227
2015,22,#9 Rockford Peaches,68,20,81,10,0.3455,0.4686,110,12,7,4,3.206,1.078
2015,22,#6 OBP Kenobi,59,12,62,8,0.3836,0.4472,96,10,7,1,3.661,1.251
2015,22,#12 Starting From  the Bottom,66,12,58,12,0.3339,0.4155,115,11,8,0,3.539,1.318
2015,22,#8 Caribbean Dragons,76,21,78,6,0.3696,0.4962,74,5,4,3,5.4,1.435
2015,22,#11 Kansas Sleazy,58,14,69,4,0.2962,0.3782,57,3,4,4,5.42,1.506
2015,22,#10 Master Batters,63,17,61,10,0.3081,0.4122,95,9,5,6,4.606,1.417
2016,1,Dollar Dawgs,40,11,36,5,0.3219,0.4192,56,4,2,6,5.348,1.536
2016,1,KC Royal Monarchs,48,15,39,5,0.3742,0.5076,52,3,1,0,3.673,1
2016,1,OBP Kenobi,27,6,29,3,0.3015,0.3699,80,6,5,2,3.676,1.282
2016,1,The Algorithm,44,10,43,2,0.3429,0.4327,93,7,6,4,4.361,1.299
2016,1,Starting From  the Bottom,30,9,34,2,0.3525,0.4659,74,3,3,3,5.205,1.663
2016,1,Fantasy Pinball Wizard,42,7,27,1,0.3552,0.4436,46,4,1,2,4.291,1.252
2016,1,The Life Of Jaso,48,19,46,3,0.3366,0.5348,78,7,8,8,3.308,1.174
2016,1,Master Batters,31,9,34,3,0.331,0.4431,70,9,4,3,3.527,1.243
2016,1,Rolden Getriever,48,15,49,6,0.3576,0.4982,77,4,5,2,3.925,1.322
2016,1,Sistema Peralta,29,9,38,5,0.322,0.4244,69,4,5,2,3.938,1.141
2016,1,Dingers Out For Harambe,25,4,24,2,0.324,0.3653,47,5,7,3,3.158,1.088
2016,1,Just a Pretty Face,42,15,42,7,0.3478,0.4924,66,5,4,3,4.197,1.228
2016,2,OBP Kenobi,29,6,22,7,0.2721,0.2941,103,9,5,3,3.314,1.148
2016,2,Dollar Dawgs,41,8,36,2,0.3441,0.4699,55,6,4,7,3.533,1.178
2016,2,KC Royal Monarchs,44,13,45,6,0.3898,0.5235,62,7,4,1,1.679,1.026
2016,2,Starting From  the Bottom,33,9,30,0,0.3061,0.4111,78,6,4,5,4.834,1.52
2016,2,The Algorithm,40,17,53,7,0.3513,0.5164,81,9,8,6,3.871,1.151
2016,2,The Life Of Jaso,36,13,34,2,0.3389,0.4488,86,6,8,8,2.268,0.936
2016,2,Fantasy Pinball Wizard,24,10,27,4,0.2786,0.3789,59,7,2,1,2.986,1.154
2016,2,Rolden Getriever,49,18,55,5,0.3423,0.5788,73,8,3,1,3.942,1.115
2016,2,Master Batters,32,6,25,9,0.3139,0.3693,53,5,3,5,3.801,1.34
2016,2,Dingers Out For Harambe,31,6,35,4,0.3284,0.4008,47,4,4,5,5.063,1.551
2016,2,Sistema Peralta,44,10,30,4,0.2977,0.3936,61,6,1,2,4.756,1.57
2016,2,Just a Pretty Face,36,9,34,5,0.3376,0.4362,75,6,7,5,2.26,1.176
2016,3,Dollar Dawgs,38,8,33,6,0.3195,0.3936,50,6,7,1,4.065,1.403
2016,3,Starting From  the Bottom,38,12,34,6,0.2943,0.4046,79,5,4,6,4.106,1.438
2016,3,The Life Of Jaso,43,9,37,3,0.3293,0.4089,81,6,5,5,4.101,1.215
2016,3,OBP Kenobi,35,11,34,5,0.317,0.4203,67,7,3,4,5.821,1.307
2016,3,Rolden Getriever,42,9,41,5,0.3526,0.453,83,6,5,1,2.889,1.136
2016,3,KC Royal Monarchs,38,11,41,7,0.3333,0.4692,64,6,3,6,5.027,1.293
2016,3,Dingers Out For Harambe,29,6,30,4,0.3571,0.4239,53,5,4,5,1.916,1.142
2016,3,The Algorithm,49,14,45,8,0.3631,0.481,67,7,4,3,4.08,1.293
2016,3,Just a Pretty Face,43,12,42,7,0.4006,0.4803,60,5,4,8,2.593,1.102
2016,3,Fantasy Pinball Wizard,42,12,40,4,0.375,0.5244,50,5,4,2,4.5,1.234
2016,3,Sistema Peralta,44,11,34,10,0.3571,0.4697,55,4,4,2,5.786,1.732
2016,3,Master Batters,32,12,43,3,0.327,0.522,53,6,8,4,4.134,1.349
2016,4,The Life Of Jaso,34,15,46,1,0.346,0.5269,49,6,6,3,2.307,1.161
2016,4,Dollar Dawgs,37,5,26,5,0.3522,0.3788,64,6,9,5,3.332,1.315
2016,4,Starting From  the Bottom,43,11,38,3,0.3779,0.4944,73,5,5,4,4.263,1.335
2016,4,Rolden Getriever,39,9,27,5,0.348,0.3935,94,11,3,3,3.452,1.072
2016,4,OBP Kenobi,46,10,39,8,0.3311,0.4428,88,8,8,3,2.234,1.176
2016,4,Dingers Out For Harambe,48,9,33,6,0.3569,0.4803,46,6,4,3,3.857,1.203
2016,4,KC Royal Monarchs,23,5,36,9,0.3275,0.348,55,7,4,0,3.528,1.146
2016,4,Just a Pretty Face,39,14,41,3,0.3388,0.4905,94,6,5,11,2.7,1.122
2016,4,The Algorithm,32,10,46,5,0.3423,0.444,74,3,5,5,4.208,1.299
2016,4,Sistema Peralta,33,10,39,4,0.3262,0.4372,52,3,0,0,6.091,1.61
2016,4,Fantasy Pinball Wizard,22,7,14,5,0.321,0.375,35,3,2,2,6.75,1.658
2016,4,Master Batters,27,10,41,4,0.323,0.4427,49,5,3,4,1.788,0.954
2016,5,Dollar Dawgs,44,12,34,3,0.307,0.4155,101,11,10,5,3.51,1.26
2016,5,Rolden Getriever,35,14,35,4,0.3518,0.4928,80,7,5,2,3.731,1.244
2016,5,Dingers Out For Harambe,32,7,30,3,0.2772,0.3768,57,6,2,3,3.392,1.085
2016,5,The Life Of Jaso,45,17,54,3,0.3742,0.5585,71,6,7,7,3.015,1.223
2016,5,Just a Pretty Face,41,9,42,9,0.3409,0.4081,82,6,7,9,4.222,1.276
2016,5,Starting From  the Bottom,34,12,25,3,0.3624,0.4846,81,9,5,4,2.989,1.082
2016,5,Sistema Peralta,33,8,25,4,0.3138,0.3636,61,5,3,0,5.258,1.326
2016,5,OBP Kenobi,36,10,34,6,0.3846,0.5263,70,5,4,5,3.822,1.37
2016,5,Master Batters,33,6,26,6,0.2805,0.3381,50,6,4,3,5.111,1.358
2016,5,KC Royal Monarchs,54,18,58,6,0.4056,0.5806,45,5,3,2,2.893,1.125
2016,5,Fantasy Pinball Wizard,27,5,33,3,0.3346,0.4,53,4,2,2,3.777,1.352
2016,5,The Algorithm,39,8,37,4,0.3854,0.4767,89,8,5,5,2.877,1.094
2016,6,Dingers Out For Harambe,47,15,55,5,0.3804,0.5467,35,3,1,3,5.291,1.439
2016,6,Dollar Dawgs,56,20,50,4,0.3607,0.5433,48,4,2,3,5.289,1.655
2016,6,Rolden Getriever,48,13,50,5,0.3486,0.4706,101,8,5,2,4.12,1.315
2016,6,Just a Pretty Face,49,9,29,6,0.3634,0.443,84,7,6,11,3.592,1.159
2016,6,The Life Of Jaso,33,9,35,1,0.3345,0.4585,73,5,5,3,3.23,1.005
2016,6,Sistema Peralta,41,11,43,5,0.3246,0.4786,56,7,4,2,4.963,1.39
2016,6,Starting From  the Bottom,33,9,37,2,0.3199,0.4323,79,4,5,2,3.829,1.364
2016,6,Master Batters,41,9,33,7,0.3281,0.4128,68,9,5,2,2.679,1
2016,6,OBP Kenobi,23,7,35,8,0.3513,0.413,75,6,5,5,4.067,1.155
2016,6,Fantasy Pinball Wizard,38,10,36,2,0.3939,0.5096,45,4,3,4,4.337,1.383
2016,6,KC Royal Monarchs,40,12,31,4,0.3414,0.431,92,6,6,7,4.088,1.351
2016,6,The Algorithm,33,11,38,2,0.3539,0.4407,57,5,3,2,3.489,1.247
2016,7,Dollar Dawgs,33,5,35,5,0.3232,0.3647,92,11,10,1,2.402,1.068
2016,7,Just a Pretty Face,41,15,48,4,0.318,0.4672,76,7,6,11,2.314,0.8
2016,7,Sistema Peralta,31,8,30,3,0.3094,0.4346,57,5,7,1,4.154,1.446
2016,7,Dingers Out For Harambe,34,11,34,2,0.2878,0.4346,65,6,6,4,3.955,1.227
2016,7,Master Batters,38,8,19,5,0.31,0.3765,59,5,4,8,4.351,1.194
2016,7,Rolden Getriever,43,20,53,3,0.3625,0.5543,74,7,7,3,2.976,1.237
2016,7,Fantasy Pinball Wizard,29,9,19,2,0.324,0.4264,35,4,3,1,2.222,1.082
2016,7,The Life Of Jaso,31,8,40,2,0.3466,0.4549,60,4,2,3,3.635,1.231
2016,7,The Algorithm,25,7,23,1,0.3093,0.3475,89,11,8,4,3.04,1.023
2016,7,Starting From  the Bottom,37,6,32,6,0.3183,0.4038,63,6,4,3,5.222,1.469
2016,7,KC Royal Monarchs,31,9,27,10,0.2964,0.3879,74,7,6,4,3.505,1.067
2016,7,OBP Kenobi,39,14,39,5,0.363,0.5136,48,4,4,1,5.563,1.538
2016,8,Sistema Peralta,40,14,36,5,0.3309,0.5628,70,6,4,0,3.065,1.249
2016,8,Dollar Dawgs,38,16,36,5,0.3404,0.5,72,4,4,3,5.217,1.362
2016,8,Just a Pretty Face,30,11,52,2,0.3431,0.4686,82,7,5,5,3.498,1.032
2016,8,Master Batters,25,5,33,0,0.2884,0.3473,65,7,6,5,3.891,1.205
2016,8,Dingers Out For Harambe,49,16,44,8,0.3619,0.5159,43,3,1,4,5.063,1.336
2016,8,Fantasy Pinball Wizard,35,11,34,1,0.3455,0.4781,53,6,5,1,3.984,1.328
2016,8,Rolden Getriever,39,7,30,9,0.3203,0.4057,86,5,3,2,5.063,1.346
2016,8,The Algorithm,44,11,38,2,0.359,0.5041,59,4,5,2,6.163,1.467
2016,8,The Life Of Jaso,44,13,43,3,0.3719,0.528,86,9,6,6,4.243,1.318
2016,8,KC Royal Monarchs,47,8,35,5,0.3231,0.4359,67,6,6,5,2.175,0.825
2016,8,Starting From  the Bottom,36,11,33,3,0.2792,0.3679,64,6,5,2,5.069,1.384
2016,8,OBP Kenobi,39,11,39,11,0.3792,0.5,66,9,5,3,3.574,1.257
2016,9,Dollar Dawgs,56,22,65,3,0.4,0.6801,76,6,5,4,3.96,1.2
2016,9,Master Batters,34,11,31,7,0.3438,0.4699,62,7,5,6,3.205,1.178
2016,9,Fantasy Pinball Wizard,41,13,40,0,0.3481,0.5082,49,4,3,0,4.187,1.332
2016,9,Sistema Peralta,33,13,43,3,0.332,0.4888,64,8,5,2,4.136,1.353
2016,9,The Algorithm,37,15,42,2,0.379,0.5036,86,5,2,5,5.287,1.427
2016,9,Just a Pretty Face,50,10,34,10,0.3594,0.4664,69,4,2,8,3.503,1.281
2016,9,KC Royal Monarchs,31,6,43,5,0.3505,0.4621,81,10,7,5,2.309,1.104
2016,9,Dingers Out For Harambe,37,8,40,4,0.3069,0.3926,67,7,6,6,2.987,1.021
2016,9,OBP Kenobi,48,19,63,5,0.3459,0.5321,62,8,5,2,3.414,1.184
2016,9,Rolden Getriever,55,23,57,3,0.356,0.5674,87,4,5,1,5.573,1.463
2016,9,Starting From  the Bottom,44,10,33,3,0.3105,0.4036,71,8,8,0,4.652,1.357
